plate	cycle	well	tile	channel
1	1	4	195	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	196	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	197	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	198	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	199	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	200	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	201	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	202	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	203	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	204	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	205	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	206	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	207	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	208	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	209	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	210	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	211	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	212	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	213	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	214	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	215	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	216	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	217	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	218	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	219	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	220	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	221	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	222	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	223	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	224	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	225	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	226	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	227	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	228	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	229	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	230	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	231	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	232	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	233	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	234	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	235	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	236	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	237	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	238	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	239	DAPI,Cy3,AF594,Cy5,Cy7
1	1	4	240	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	0	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	1	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	2	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	3	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	4	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	5	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	6	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	7	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	8	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	9	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	10	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	11	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	12	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	13	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	14	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	15	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	16	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	17	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	18	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	19	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	20	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	21	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	22	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	23	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	24	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	25	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	26	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	27	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	28	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	29	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	30	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	31	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	32	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	33	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	34	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	35	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	36	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	37	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	38	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	39	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	40	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	41	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	42	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	43	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	44	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	45	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	46	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	47	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	48	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	49	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	50	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	51	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	52	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	53	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	54	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	55	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	56	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	57	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	58	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	59	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	60	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	61	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	62	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	63	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	64	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	65	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	66	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	67	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	68	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	69	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	70	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	71	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	72	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	73	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	74	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	75	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	76	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	77	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	78	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	79	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	80	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	81	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	82	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	83	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	84	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	85	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	86	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	87	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	88	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	89	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	90	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	91	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	92	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	93	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	94	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	95	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	96	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	97	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	98	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	99	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	100	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	101	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	102	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	103	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	104	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	105	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	106	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	107	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	108	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	109	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	110	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	111	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	112	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	113	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	114	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	115	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	116	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	117	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	118	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	119	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	120	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	121	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	122	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	123	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	124	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	125	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	126	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	127	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	128	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	129	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	130	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	131	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	132	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	133	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	134	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	135	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	136	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	137	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	138	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	139	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	140	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	141	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	142	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	143	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	144	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	145	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	146	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	147	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	148	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	149	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	150	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	151	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	152	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	153	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	154	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	155	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	156	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	157	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	158	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	159	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	160	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	161	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	162	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	163	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	164	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	165	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	166	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	167	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	168	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	169	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	170	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	171	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	172	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	173	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	174	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	175	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	176	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	177	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	178	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	179	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	180	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	181	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	182	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	183	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	184	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	185	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	186	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	187	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	188	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	189	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	190	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	191	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	192	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	193	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	194	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	195	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	196	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	197	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	198	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	199	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	200	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	201	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	202	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	203	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	204	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	205	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	206	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	207	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	208	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	209	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	210	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	211	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	212	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	213	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	214	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	215	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	216	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	217	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	218	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	219	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	220	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	221	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	222	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	223	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	224	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	225	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	226	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	227	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	228	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	229	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	230	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	231	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	232	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	233	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	234	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	235	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	236	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	237	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	238	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	239	DAPI,Cy3,AF594,Cy5,Cy7
1	1	5	240	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	0	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	1	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	2	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	3	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	4	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	5	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	6	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	7	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	8	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	9	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	10	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	11	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	12	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	13	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	14	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	15	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	16	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	17	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	18	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	19	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	20	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	21	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	22	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	23	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	24	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	25	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	26	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	27	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	28	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	29	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	30	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	31	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	32	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	33	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	34	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	35	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	36	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	37	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	38	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	39	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	40	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	41	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	42	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	43	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	44	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	45	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	46	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	47	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	48	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	49	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	50	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	51	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	52	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	53	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	54	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	55	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	56	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	57	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	58	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	59	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	60	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	61	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	62	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	63	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	64	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	65	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	66	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	67	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	68	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	69	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	70	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	71	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	72	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	73	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	74	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	75	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	76	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	77	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	78	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	79	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	80	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	81	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	82	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	83	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	84	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	85	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	86	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	87	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	88	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	89	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	90	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	91	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	92	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	93	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	94	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	95	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	96	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	97	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	98	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	99	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	100	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	101	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	102	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	103	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	104	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	105	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	106	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	107	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	108	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	109	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	110	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	111	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	112	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	113	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	114	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	115	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	116	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	117	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	118	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	119	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	120	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	121	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	122	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	123	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	124	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	125	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	126	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	127	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	128	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	129	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	130	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	131	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	132	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	133	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	134	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	135	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	136	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	137	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	138	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	139	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	140	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	141	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	142	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	143	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	144	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	145	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	146	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	147	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	148	DAPI,Cy3,AF594,Cy5,Cy7
1	1	6	149	DAPI,Cy3,AF594,Cy5,Cy7
